TF	len(totalGenes)	len(deGenes)	B1	B1Gene	B2	B2Gene	Ratio	Pval
Gfi1	718	60	7	Pgm1,Adam15,Rac2,Tsta3,Il16,Ctsb,Blvrb	0		0	1
Gmeb1	718	60	2	Gusb,Ctbs	0		0	1
Lass6	718	60	21	Pacsin3,Fam20c,Anxa3,Pgm1,Lpl,Pdcd6,Xdh,Lipa,Rhoc,Lgals3,Qpct,Spp1,Ccl2,Pcnt,Cd14,Cndp2,Mmp12,Rdx,Txndc17,Ctsl,Akr1a1	0		0	0.403703015373986
Mafg	718	60	10	Plbd2,Icam2,Anxa3,Lpl,Dusp3,Rhoc,Cstb,Spp1,Cd14,Dpp4	0		0	1
Mterfd3	718	60	24	C1qb,Cyfip1,Fam20c,Anxa3,Lpl,Fabp4,Anpep,Adam15,App,Rhoc,Plod1,Cd14,Gamt,Dpp4,Mmp12,Sdhb,Thbs1,Ctsb,Suclg1,Cox5a,Atp5a1,Ctsl,Atp5b,Mdh2	4	Sdhb,Suclg1,Atp5b,Mdh2	2.19333333333333	0.144442227298857
Nostrin	718	60	23	C1qb,Ckb,Fam20c,Anxa3,Ralb,Lpl,Anpep,Adam15,Gusb,Eps8l2,Ang,Dsg2,Ctbs,Cstb,Igf1,Plod1,Cd14,Gamt,Mmp12,Pigr,Ctsb,Krt19,Krt8	0		0	0.246538876379963
Nr1h3	718	60	4	Anpep,Xdh,Lrg1,C3	0		0	1
Phtf1	718	60	4	Plbd2,Dusp3,Grn,Cd14	0		0	1
Pparg	718	60	36	Ap1m1,C1qb,Ckb,Fam20c,Ahnak,Lpl,Pon3,Fabp4,Serpinb6a,Sri,Anpep,Xdh,Lipa,Gm6484,Angptl4,Hbegf,Lgals3,Cstb,Rarres2,Igf1,Gda,Mmp12,Trf,Fasn,Cmbl,Rnase4,Orm1,Ctsb,Orm2,Taldo1,C3,Ppa1,Hp,Apoc1,Serpina3n,Dbi	2	Fasn,Serpina3n	0.645098039215686	0.760267764069672
Rfx3	718	60	5	Plbd2,Anpep,Adam15,Dusp3,Cd14	0		0	1
Rtf1	718	60	8	Glb1,Ralb,Anpep,Adam17,Lipa,Cstb,Aimp1,Galm	0		0	1
Rxra	718	60	4	C1qb,Anpep,Xdh,Adam15	0		0	1
St18	718	60	21	Ckb,Fam20c,Ralb,Lpl,Ufm1,Anpep,Lipa,Adam15,Gusb,Cel,Cstb,Spp1,Igf1,Plod1,Sdc1,Gamt,Cntn1,Ufc1,Mmp12,Ctsb,Pdia6	0		0	0.403703015373986
Stat4	718	60	10	Icam2,Ralb,Lpl,Gusb,Dusp3,Spp1,Cd14,Gamt,Dpp4,Il16	0		0	1
Tfam	718	60	8	Lpl,Xdh,Lipa,Adam15,Cd14,Mmp12,Ctsb,Ctsl	0		0	1
Xrcc5	718	60	12	C1qb,Fam20c,Lpl,Anpep,Xdh,Lipa,Adam15,Qpct,Igf1,Cd14,Mmp12,Ctsb	0		0	0.612818086770286
Zfp239	718	60	11	Nrp1,Pon3,Xdh,Lipa,C1ra,Rarres2,Lrg1,Rnase4,Ctsb,C3,Hp	0		0	0.613299656314104
Zfp354c	718	60	7	Pfn2,Plbd2,Basp1,Adam15,Lgals3,Spp1,Tuba1a	0		0	1
Zfp512	718	60	4	Adam17,Cstb,Acp5,Prdx5	0		0	1
Zfp827	718	60	74	C1qb,Lpl,Myh10,Adam15,Cfh,F12,F9,Vtn,Pla1a,Gm6484,Apoh,Fgl1,Hpx,Igf1,Ccl2,Masp1,Fetub,F5,Cd14,1300017J02Rik,Apoa5,C8a,Prg4,Hrg,Angptl3,C9,C4b,Itih1,Lipc,Mmp12,Serpind1,Plg,Pzp,Fasn,F10,Glyat,Rnase4,Thbs1,Orm1,Fgg,Apon,Serpinf2,Dpys,Ctsb,Orm2,F2,Taldo1,Aldh8a1,Mug1,Itih3,Acsm1,Lcat,Apoc4,Apof,Fgb,Ftcd,Rbp4,Hgd,Hoga1,Azgp1,Mup3,Akr1d1,Fga,Haao,Kng1,Serpinc1,Igfbp1,Hp,Itih2,Apoc1,Alb,Bhmt2,Serpina3k,Dbi	12	Fasn,Dpys,Aldh8a1,Acsm1,Lcat,Ftcd,Hgd,Hoga1,Fga,Haao,Bhmt2,Serpina3k	2.12258064516129	0.0330416402629169
Adar	718	60	9	Abi1,Pfn2,Serpinb9,Csk,Shisa5,Sri,Gns,Rac2,Actr2	0		0	1
Akna	718	60	5	Csk,Cttn,Rac2,Lcp1,Il16	0		0	1
Arid5a	718	60	6	Csk,Lyplal1,Cttn,Rac2,Il16,Abat	0		0	1
Bach2	718	60	1	Il16	0		0	1
Batf	718	60	6	Csk,Shisa5,Cttn,Rac2,Lcp1,Il16	0		0	1
Bcl11b	718	60	7	Smpd1,Gna11,Lyn,Nt5e,Dusp3,Rdx,Gpx1	1	Gpx1	1.82777777777778	0.460926998791185
Bcl3	718	60	19	Vcam1,Pfn2,S100a6,Ltbp2,Vasp,Shisa5,Cpe,Cstb,Ccl2,Acp5,Gss,Ostf1,Pigr,Adm,Pebp1,Lgals9,Saa3,Cxcl10,Prdx5	0		0	0.391024248587288
Csrnp1	718	60	4	Cttn,Rac2,Il16,Abat	0		0	1
Ddx58	718	60	16	Pfn2,Serpinb9,Shisa5,Lyn,St3gal1,Rac2,Ifnar2,Cpe,Psme1,Ostf1,Actr2,Lcp1,Ctsc,Il16,Lgals9,B2m	0		0	0.633231474300285
E2f2	718	60	1	Cdh2	0		0	1
Egr3	718	60	10	Csk,Lyplal1,Shisa5,Sh3bgrl3,Csf1,Cd44,Ngf,Serpine1,Il16,Abat	0		0	1
Elf1	718	60	5	Shisa5,Rac2,Clic1,Lcp1,Il16	0		0	1
Elk3	718	60	25	Ltbp1,Gnai2,Dpysl3,Icam2,Rap1b,Nrp1,Anxa3,Glipr2,Shisa5,Iqgap1,Anxa6,Flna,Rac2,Cnn2,Ifnar2,Ctla2a,Clic1,Cd44,Tagln2,Myh9,Arpc1b,Abat,Ywhah,Tst,Hagh	1	Hagh	0.456944444444444	0.713367069909471
Etv3	718	60	30	Abi1,Gltp,Xdh,Atxn10,Rac2,Amy1,Smoc1,Cdh2,Gm6484,Angptl4,Hbegf,Rarres2,Igf1,Gda,Lrg1,Mvp,Actr2,Lcp1,C4b,Ctsc,Trf,Shmt2,Orm1,Taldo1,C3,Rbp4,Hp,Apoc1,Serpina3n,Dbi	2	Shmt2,Serpina3n	0.783333333333333	1
Fli1	718	60	14	Serpinb9,Sema3e,Icam2,Pdgfb,Shisa5,Lyn,Lyz2,Cttn,Rac2,Ifnar2,Lcp1,Ctsc,Msn,Il16	0		0	0.61935056775045
Foxo1	718	60	4	Icam2,St6gal1,Acp5,Il16	0		0	1
Foxp1	718	60	17	Dpysl3,Csk,Rap1b,Anxa3,Vasp,Shisa5,Iqgap1,Flna,Rac2,Cnn2,Sh3bgrl3,Clic1,Cd44,Myh9,Actr2,Il16,Ywhah	0		0	0.386181571031542
Foxp3	718	60	5	Nt5e,Cttn,Rac2,Prg4,Il16	0		0	1
Grlf1	718	60	11	Pdcd6,AU040320,Cttn,Aprt,Rac2,Cdh2,Lta4h,Lcp1,Il16,Glul,Mdh2	1	Mdh2	1.09666666666667	1
Hdac3	718	60	7	Serpinb9,Nrp1,Slc9a3r2,Lcp1,Ctsc,Tubb1,Tpi1	0		0	1
Hhex	718	60	12	Pfkp,Gna11,Pfn2,Pck2,Icam2,Lyn,Ifnar2,Cpe,Lcp1,Ctsc,Il16,Gpx1	1	Gpx1	0.996969696969697	1
Ikzf1	718	60	6	Csk,Cttn,Rac2,Cpe,Lcp1,Il16	0		0	1
Ikzf3	718	60	4	Cttn,Rac2,Il16,Ctsl	0		0	1
Irf1	718	60	11	Pfn2,Shisa5,Iqgap1,Rac2,Clic1,Tagln2,Arpc1b,Psme1,Lcp1,Il16,B2m	0		0	0.613299656314104
Irf2	718	60	11	Lyn,Sri,Gda,Ostf1,Lcp1,Ctsc,Pigr,Orm1,Lgals9,Hp,B2m	0		0	0.613299656314104
Irf3	718	60	4	Pfn2,Rac2,Cpe,Il16	0		0	1
Irf5	718	60	10	Csk,Lyn,Cttn,Rac2,Ifnar2,Cpe,Ostf1,Lcp1,Ctsc,Il16	0		0	1
Irf7	718	60	14	Pfn2,Lyn,Sri,Acp5,Gss,Psme1,Ostf1,Lcp1,Ctsc,Pigr,Pebp1,Lgals9,Prdx5,B2m	0		0	0.61935056775045
Irf9	718	60	16	Pfn2,Csk,Shisa5,Lyn,Sri,St3gal1,Rac2,Ifnar2,Cpe,Psme1,Ostf1,Lcp1,Ctsc,Il16,Lgals9,B2m	0		0	0.633231474300285
Klf13	718	60	1	Csk	0		0	1
Klf2	718	60	9	Icam2,Slc9a3r2,Pdgfb,Lyz2,Anxa6,Cnn2,Myh9,Igfbp6,Abat	0		0	1
Klf6	718	60	23	Abi1,Anxa1,Gltp,Rap1b,Vasp,Axl,Shisa5,Sri,Iqgap1,Flna,Sh3bgrl3,Clic1,Cd44,Tagln2,Serpine1,Myh9,Arpc1b,Cyr61,Ostf1,Actr2,Vim,Ctsc,Pebp1	0		0	0.246538876379963
Lef1	718	60	7	Ehd4,Sema3e,Ltbp2,Slc9a3r2,Dusp3,Krt79,Actc1	0		0	1
Lmo2	718	60	12	Icam2,Nrp1,Slc9a3r2,Lyn,Prcp,Rac2,Ifnar2,Lcp1,Ctsc,Il16,Crip2,Gpx1	1	Gpx1	0.996969696969697	1
Lyl1	718	60	11	Pck2,Icam2,Lyn,Cttn,Rac2,Ifnar2,Cdh2,Lcp1,Ctsc,Il16,Gpx1	1	Gpx1	1.09666666666667	1
Mafk	718	60	1	B2m	0		0	1
Mkx	718	60	8	Icam2,Nans,Cttn,Rac2,Ifnar2,Ggh,Lcp1,Thbs4	0		0	1
Mll1	718	60	2	Csk,Il16	0		0	1
Myb	718	60	2	Cdh2,Nt5c	0		0	1
Ncoa3	718	60	1	Cttn	0		0	1
Nfatc1	718	60	5	Shisa5,Cttn,Rac2,Lcp1,Il16	0		0	1
Nfkb1	718	60	21	Ehd4,Pfn2,Csk,Rap1b,Anxa3,Vasp,Glipr2,Shisa5,Iqgap1,Rac2,Cnn2,Csf1,Clic1,Cd44,Plaur,Tagln2,Myh9,Arpc1b,Lcp1,Il16,Abat	0		0	0.403703015373986
Nfkb2	718	60	5	Vasp,Iqgap1,Myh9,Arpc1b,Ostf1	0		0	1
Nlrc5	718	60	24	Shisa5,Xdh,Cttn,Rac2,C1ra,Gm6484,Angptl4,Cpe,Rarres2,Gda,Lcp1,C4b,Ctsc,Trf,Il16,Fasn,Orm1,Taldo1,C3,Rbp4,Hp,Apoc1,Serpina3n,Dbi	2	Fasn,Serpina3n	0.996969696969697	1
Notch1	718	60	14	Gnai2,Stx7,Myo1c,Icam2,Gltp,Slc9a3r2,Glipr2,Lyn,Iqgap1,F9,Ctsh,Cd44,Prg4,Ctsc	0		0	0.61935056775045
Nr2f6	718	60	5	Cttn,Amy1,Smoc1,Lrg1,Trf	0		0	1
Pax5	718	60	9	Acot7,Ppic,Cttn,Iqgap2,Gpd1l,Lipc,Pigr,Galm,Haao	1	Haao	1.37083333333333	0.547652260686068
Pias2	718	60	2	Lgals9,B2m	0		0	1
Pou2af1	718	60	13	Csk,Shisa5,Ppic,Rac2,St6gal1,Arpc5l,Ggh,Iqgap2,Lcp1,Lipc,Il16,Galm,Ctsl	0		0	0.61498086763534
Pou2f2	718	60	8	Csk,Grb2,Cttn,Rac2,Iqgap2,Lcp1,Lipc,Il16	0		0	1
Rbck1	718	60	9	Gnai2,Pfn2,Csk,Vasp,Cpe,Myh9,Psme1,Il16,Lgals9	0		0	1
Rel	718	60	8	Cttn,Pepd,Rac2,Csf1,Ngf,Serpine1,Il16,Tst	0		0	1
Runx2	718	60	14	Gltp,Acot7,Shisa5,Ppic,Cnn2,Ifnar2,Ctla2a,Clic1,Cd44,Tagln2,Iqgap2,Myh9,Arpc1b,Abat	0		0	0.61935056775045
Runx3	718	60	4	Serpinb9b,Cttn,Rac2,Il16	0		0	1
Scml4	718	60	5	Gna11,Csk,Rac2,Nt5c,Il16	0		0	1
Sp100	718	60	9	Icam2,Shisa5,Lyn,Rac2,Psme1,Lcp1,Ctsc,Il16,B2m	0		0	1
Spib	718	60	15	Csk,Lyn,Ppic,Iqgap1,Rac2,Arpc5l,Ctla2a,Iqgap2,Gpd1l,Lipc,Pigr,Il16,Galm,Haao,Ctsl	1	Haao	0.783333333333333	1
Stat3	718	60	5	Shisa5,Myh9,Pebp1,Lgals9,B2m	0		0	1
Tbx21	718	60	10	Cttn,Rac2,Lbp,C4b,Il16,Krt79,Orm1,Rbp4,Hp,Apoc1	0		0	1
Tbx6	718	60	4	Csk,Cttn,Rac2,Il16	0		0	1
Tcf7	718	60	4	Ehd4,Nt5e,Dusp3,Cnn2	0		0	1
Tfcp2	718	60	9	Pfn2,Lyplal1,Pgm1,Iqgap1,Cdh2,Mvp,Ostf1,Ctsc,Pebp1	0		0	1
Tnf	718	60	3	Cttn,Rac2,Lcp1	0		0	1
Tnfaip3	718	60	19	Abi1,Pfn2,S100a6,Ltbp2,Rap1b,Vasp,Shisa5,Sri,Lgals1,Iqgap1,Rac2,Sh3bgrl3,Vat1,Clic1,Cd44,Ccl2,Ostf1,Actr2,Lcp1	0		0	0.391024248587288
Trim30a	718	60	8	Shisa5,Lyn,Rac2,Ifnar2,Lcp1,Ctsc,Il16,B2m	0		0	1
Zfp13	718	60	2	Shisa5,Lcp1	0		0	1
Zfp276	718	60	1	Csk	0		0	1
Zfp592	718	60	2	Rac2,Il16	0		0	1
Banp	718	60	3	Ggh,Galm,Prdx1	0		0	1
Hes1	718	60	44	Col3a1,Lama5,Nedd4,Col4a1,Pon3,Chmp4b,Pcolce,Bgn,Prss23,Tax1bp3,Efemp1,Cobll1,Xdh,Fat1,Ptprg,Pxdn,Serpinh1,Man1a,Amy1,Gpc4,Sparc,Col4a2,C1ra,Arpc5l,Angptl4,Ctgf,Lbp,Nid1,Actn1,Postn,Cyr61,Mmp2,C4b,Lipc,Fbln1,Igfbp3,Igfbp4,Krt79,Orm1,Galm,C3,Rbp4,Haao,Hp	1	Haao	0.255038759689922	0.246170977226488
Mlxip	718	60	44	Glb1,Acot7,F12,F9,Cfi,Apoh,C8g,Fgl1,Hpx,Fetub,1300017J02Rik,C8a,Gc,Angptl3,Itih1,Lipc,Proc,Serpind1,Plg,Pzp,Cpb2,Glyat,Fgg,Serpinf2,Dpys,F2,Aldh8a1,Mug1,Sod2,Itih3,Lcat,Apof,Fgb,Ftcd,Hoga1,Aldh7a1,Akr1d1,Fga,Kng1,Igfbp1,Bhmt2,Prdx1,Serpina1c,Apoa2	9	Dpys,Aldh8a1,Lcat,Ftcd,Hoga1,Aldh7a1,Fga,Bhmt2,Apoa2	2.82	0.0128904916147498
Tfeb	718	60	1	Grb2	0		0	1
Aebp2	718	60	3	Myo1c,Cst3,Gpx1	1	Gpx1	5.48333333333333	0.233241512168555
Churc1	718	60	5	Myo1c,Bcam,Slc9a3r2,Pdgfb,Msn	0		0	1
Cux1	718	60	1	Cst3	0		0	1
Hdac4	718	60	10	Kera,Cacna2d1,Cdh13,Nt5c,Coasy,Des,Iah1,Glod4,Pgrmc1,Aldh9a1	1	Aldh9a1	1.21851851851852	0.585555024557153
Hic1	718	60	34	Ltbp1,Kitl,Aebp1,Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Col4a1,Col6a1,Pcolce,Axl,Bgn,Wisp1,Cxcl12,Efemp1,Olfml3,Hspg2,Pxdn,Serpinh1,Adamts1,Sparc,Rhoc,Fbln2,Col4a2,Col4a5,Nid1,Postn,Ghr,Mmp2,Fbln1,Lum,Col1a2,Col1a1	0		0	0.101364493384344
Hmgn3	718	60	3	Pck2,Marcks,S100a10	0		0	1
Ikzf2	718	60	0		0		100	1
Ikzf4	718	60	6	Myo1c,Marcks,Lyn,Prcp,Cst3,Gpld1	0		0	1
Nfatc2	718	60	1	Pck2	0		0	1
Snai3	718	60	5	Pcnt,Nt5c,Pgrmc1,Gpx1,Akr1a1	1	Gpx1	2.74166666666667	0.357249317781291
Tcf4	718	60	35	Stx7,Myo1c,Marcks,Lyn,Nt5e,Mgam,Prcp,Hpn,Ctsh,Cst3,Afm,Xylb,Pdzk1,Gss,Slc27a2,C8a,Cndp2,Proc,Pigr,Glyat,Cryz,Dcxr,Mthfd1,Aldh8a1,Acsm1,Treh,Hgd,Pbld1,Aldh7a1,Haao,Khk,Dak,Abhd14b,Gpx1,Bhmt2	12	Mthfd1,Aldh8a1,Acsm1,Hgd,Pbld1,Aldh7a1,Haao,Khk,Dak,Abhd14b,Gpx1,Bhmt2	5.72173913043478	3.33078292018501e-05
Zfp281	718	60	4	Gna11,Rdx,Dcxr,Gpx1	1	Gpx1	3.65555555555556	0.298023046459023
Zfp287	718	60	1	Myo1c	0		0	1
Zfp629	718	60	2	Nt5e,Idh2	0		0	1
A930001N09Rik	718	60	3	Creg1,Gstk1,Decr1	2	Gstk1,Decr1	21.9333333333333	0.0206402950880178
Aebp1	718	60	61	Ltbp1,Ccdc80,Cryab,Col3a1,Dcn,Col5a2,Fstl1,Col4a1,Tgfb2,Ltbp2,Ldhb,Col6a1,Pcolce,Pitpna,Axl,Bgn,Nenf,Prss23,Wisp1,Ppic,Cxcl12,Efemp1,Lgals1,Col12a1,Olfml3,Hspg2,Pxdn,Serpinh1,Vasn,Htra1,Adamts1,Plod3,Bmp1,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Ngf,Ecm1,Ctgf,Col4a5,Lamc1,Nid1,Cox4i1,Postn,Ghr,Vcl,Mmp2,Lox,Sdhb,Adm,Thbs1,Suclg1,Gsn,Lum,Fh1,Serpinf1,Col1a2,Col1a1	4	Sdhb,Suclg1,Gsn,Fh1	0.769590643274854	0.809310416549459
Arid5b	718	60	2	Glipr2,Thbs1	0		0	1
Basp1	718	60	2	Pigr,Tuba1a	0		0	1
Bnc2	718	60	29	Ltbp1,Pdgfc,Col3a1,Col5a2,Fstl1,Nid2,Nedd4,Col4a1,Col6a1,Pcolce,Bgn,Wisp1,Ppic,Efemp1,Fat1,Pxdn,Serpinh1,Vasn,Htra1,Gpc4,Sparc,Fst,Col4a2,Ctgf,Col4a5,Nid1,Mmp2,Col1a2,Col1a1	0		0	0.158770295601627
Cebpd	718	60	26	Ehd4,Cryab,Anxa1,Ahnak,Anxa3,Axl,Bgn,Prss23,Anxa5,Anxa2,Adamts1,Plod3,Pros1,Rhoc,Csf1,Mmp14,Cd44,Ecm1,Ctgf,Plaur,Serpine1,Cd14,Vcl,Cyr61,Thbs1,Gsn	1	Gsn	0.438666666666667	0.714940212110909
Creb3l1	718	60	25	Kitl,Col3a1,Col5a2,Col4a1,Col6a1,Anxa3,Pcolce,Bgn,Tax1bp3,Hspg2,Serpinh1,Golm1,Sparc,Rhoc,Mmp14,Actn1,Postn,Vcl,Mmp2,Lox,Pgrmc1,Thbs1,Thbs4,Col1a2,Col1a1	0		0	0.252657522820802
Dedd2	718	60	22	Ltbp1,Col5a2,Fstl1,Vcan,Col4a1,Tgfb2,Col6a1,Pcolce,Axl,Wisp1,Basp1,Fscn1,Pxdn,Serpinh1,Vasn,Plod3,Sparc,11-Sep,Col4a5,Lox,Col1a2,Col1a1	0		0	0.245989626092655
Ebf3	718	60	46	Aebp1,Ccdc80,Col5a2,Col6a1,Nenf,Mgam,Pxdn,Eps8l2,Hpn,Adamts1,Fbln2,Hgfac,Nid1,Afm,Xylb,Pdzk1,Gss,Slc27a2,C8a,Cryl1,Gc,Lox,Proc,Pigr,Nit1,Glyat,Mthfd1,Serpinf2,Aldh8a1,Acsm1,Treh,Hgd,Hoga1,Pbld1,Lum,Akr1d1,Haao,Kng1,Pah,Khk,Dak,Col1a2,Col1a1,Fbp1,Bhmt2,Aldob	12	Mthfd1,Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Haao,Khk,Dak,Fbp1,Bhmt2,Aldob	3.87058823529412	0.000568157414386346
Egr1	718	60	6	Anxa1,Adamts1,Cd44,Cyr61,Vim,Grhpr	0		0	1
Esrrg	718	60	7	Lgals1,Acot13,Sdhb,Suclg1,Sod2,Atp5a1,Mdh1	3	Sdhb,Suclg1,Mdh1	8.225	0.0170102421328257
Fos	718	60	24	Anxa1,Cfi,Apoh,Apcs,Pkm,Gamt,Cyr61,1300017J02Rik,Lipc,Plg,F10,Nit2,Fgg,Serpinf2,Dpys,Itih3,Fgb,Hoga1,Aldh7a1,Fga,Kng1,Grhpr,Alb,Serpina1c	4	Dpys,Hoga1,Aldh7a1,Fga	2.19333333333333	0.144442227298857
Fosb	718	60	4	Gprc5a,Vasn,Plaur,Sdc1	0		0	1
Fosl1	718	60	14	Wisp1,Col12a1,Fscn1,Plod3,Csf1,Fbln2,Ngf,Serpine1,Col2a1,Actn1,Inhba,Lox,Thbs1,Tubb6	0		0	0.61935056775045
Fosl2	718	60	3	Glipr2,Csf1,Acat1	1	Acat1	5.48333333333333	0.233241512168555
Foxc1	718	60	48	Ltbp1,Pdgfc,Aebp1,Ccdc80,Cryab,Col3a1,Col5a2,Fstl1,Vcan,Col4a1,Tgfb2,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Prss23,Wisp1,Ppic,Cxcl12,Efemp1,Col12a1,Olfml3,Pxdn,Serpinh1,Vasn,Adamts1,Gpc4,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Ngf,Ecm1,Ctgf,Col4a5,Nid1,Postn,Ghr,Cyr61,Mmp2,Lox,Adm,Thbs1,Col1a2,Col1a1	0		0	0.0263682993959001
Foxc2	718	60	58	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Col5a2,Fstl1,Nid2,Vcan,Nedd4,Col4a1,Tgfb2,Ltbp2,Col6a1,Oaf,Pcolce,Axl,Bgn,Prss23,Wisp1,Ppic,Cxcl12,Efemp1,Lgals1,Col12a1,Olfml3,Fat1,Anxa5,Fscn1,Pxdn,Serpinh1,Vasn,Adamts1,Plod3,Gpc4,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Ngf,Ecm1,Ctgf,Serpine1,Col4a5,Nid1,Postn,Vcl,Cyr61,Mmp2,Lox,Calu,Adm,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.0175286483506997
Foxd1	718	60	29	Ltbp1,Pdgfc,Aebp1,Col5a2,Fstl1,Ddb1,Vcan,Tgfb2,Pcolce,Wisp1,Ppic,Col12a1,Fscn1,Serpinh1,Vasn,Adamts1,Plod3,Csf1,Fbln2,Fst,Ngf,11-Sep,Col4a5,Col2a1,Cyr61,Mmp2,Lox,Calu,Adm	0		0	0.158770295601627
Foxs1	718	60	44	Ltbp1,Aebp1,Ccdc80,Col3a1,Col5a2,Fstl1,Col4a1,Ltbp2,Col6a1,Glipr2,Pcolce,Axl,Capns1,Bgn,Nenf,Wisp1,Ppic,Cxcl12,Lgals1,Olfml3,Hspg2,Pxdn,Serpinh1,Vasn,Adamts1,Plod3,Sparc,Rhoc,Csf1,Fbln2,Col4a2,Mmp14,Cd44,Serpine1,Col4a5,Lamc1,Nid1,Vcl,Mmp2,Lox,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.0412162080541068
Gli2	718	60	15	Pdgfc,Col5a2,Fstl1,Nid2,Vcan,Nedd4,Pcolce,Fat1,Pxdn,Serpinh1,Sparc,Mmp14,Mmp2,Fbln1,Col1a2	0		0	0.625545116102201
Gli3	718	60	28	Ltbp1,Pdgfc,Col5a2,Fstl1,Nid2,Ddb1,Vcan,Nedd4,Tgfb2,Pcolce,Wisp1,Ppic,Col12a1,Fat1,Fscn1,Pxdn,Serpinh1,Vasn,Sparc,Fbln2,Fst,Mmp14,11-Sep,Mmp2,Lox,Calu,Col1a2,Col1a1	0		0	0.157485687363593
Gsc	718	60	1	Pnpo	1	Pnpo	100	0.0848400556328234
Hdac2	718	60	5	Snrpe,Tcp1,Cct2,Hnrnpa1,Cct5	0		0	1
Hoxc5	718	60	44	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Nid2,Col4a1,Col6a1,Pcolce,Nenf,Procr,Ppic,Cxcl12,Efemp1,Lgals1,Olfml3,Pxdn,Serpinh1,Vasn,Smoc1,Sparc,Fbln2,Fst,Lbp,Nid1,C6,Postn,Ppa2,Igfbp6,Mmp2,Atp1a1,Lox,Fasn,Krt79,Rbp4,Lum,Got1,Hp,Serpinf1,Col1a2,Col1a1	2	Fasn,Got1	0.522222222222222	0.569245834360105
Hoxd13	718	60	23	Nans,Arl3,Pgm1,Map2k1,Wisp1,Col12a1,Itih5,Fam3c,Cant1,Ifnar2,Golm1,Hgfac,Ggh,11-Sep,Flnb,Pcsk9,Pmm2,Tsta3,Pigr,Thbs4,Krt19,Saa2,Saa1	0		0	0.246538876379963
Hoxd3	718	60	2	Pdgfc,11-Sep	0		0	1
Hoxd4	718	60	32	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Chmp1a,Col4a1,Col6a1,Pcolce,Axl,Bgn,Nenf,Cxcl12,Olfml3,Pxdn,Serpinh1,Sparc,Col4a2,Spp1,Col4a5,Nid1,Ghr,Mmp2,C1qtnf3,Des,Ugdh,Lum,Col1a2,Col1a1	0		0	0.100956042133628
Irx1	718	60	13	Cryab,Slc9a3r2,Bgn,Cxcl12,Adamts1,Amy1,Ctgf,Col4a5,Ghr,Cyr61,Shmt2,Krt79,Rbp4	1	Shmt2	0.913888888888889	1
Irx5	718	60	36	Ltbp1,Cryab,Col5a2,Sema3e,Icam2,Fstl1,Tgfb2,Ltbp2,Col6a1,Slc9a3r2,Pdgfb,Pcolce,Axl,Bgn,Wisp1,Ppic,Col12a1,Olfml3,Pxdn,Serpinh1,Vasn,Adamts1,Sparc,Fst,Ctgf,Col4a5,Iqgap2,Postn,Cyr61,Mmp2,Lox,Krt79,Thbs1,Col1a2,Col1a1,Actc1	0		0	0.105009276988067
Maff	718	60	5	Glipr2,Csf1,Cd44,Ngf,Serpine1	0		0	1
Meis3	718	60	0		0		100	1
Mtf1	718	60	11	Col5a2,Fstl1,Nedd4,Col4a1,Ppic,Efemp1,Pxdn,Serpinh1,Col4a2,Col4a5,Igfbp3	0		0	0.613299656314104
Mtor	718	60	1	Fstl1	0		0	1
Nfatc4	718	60	54	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Col5a2,Fstl1,Nid2,Ddb1,Vcan,Nedd4,Col4a1,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Wisp1,Ppic,Lgals1,Col12a1,Hspg2,Fscn1,Pxdn,Serpinh1,Vasn,Flna,Plod3,Bmp1,Sparc,Rhoc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Serpine1,11-Sep,Lamc1,Col2a1,Nid1,Actn1,Postn,Vcl,Cyr61,Mmp2,Vim,Lox,Calu,Thbs1,Tubb6,Serpinf1,Col1a2,Col1a1	0		0	0.0167048824918218
Nfib	718	60	20	Ccdc80,Cryab,Col3a1,Dcn,Col5a2,Col4a1,Cxcl12,Ptprg,Pxdn,Serpinh1,Adamts1,Sparc,Pros1,Ctsh,Col4a2,Postn,Tgm2,Ghr,Igfbp3,Lum	0		0	0.396502119772841
Nono	718	60	2	Marcksl1,Gstk1	1	Gstk1	10.9666666666667	0.162374439808376
Nr2f2	718	60	27	Ltbp1,Kitl,Col3a1,Col5a2,Fstl1,Col4a1,Col6a1,Oaf,Pcolce,Bgn,Cxcl12,Efemp1,Olfml3,Fat1,Ptprg,Pxdn,Serpinh1,Vasn,Adamts1,Gpc4,Sparc,Col4a2,Col4a5,Nid1,Ghr,Igfbp3,Col1a2	0		0	0.157427883864807
