"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:1901564"	"organonitrogen compound metabolic process"	"33/129"	"1802/23973"	2.85211092178216e-10	1.32732854436785e-09	5.38860363089747e-11	"Asl/Aanat/Abca1/Abca4/Abca2/Abcb7/Abcg1/Ace/Macf1/Chrnb2/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Angpt1/Paox/Cd40/Atf7ip"	33
"GO:0050790"	"regulation of catalytic activity"	"31/129"	"1609/23973"	3.29834831957401e-10	1.52522349045269e-09	6.19200489092003e-11	"Pzp/Abi1/Abl1/Abl2/Chrna7/Adipoq/Acvr2a/Acvr2b/Adam17/Adam8/Adam9/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adnp/Adora1/Adora2a/Adora2b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Ang/Cd40/A2m"	31
"GO:0051347"	"positive regulation of transferase activity"	"16/129"	"389/23973"	3.41818068883837e-10	1.57063239246624e-09	6.37635305046464e-11	"Abi1/Chrna7/Adipoq/Acvr2b/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Ang/Cd40"	16
"GO:0016043"	"cellular component organization"	"54/129"	"4372/23973"	3.72585979175299e-10	1.70124164076269e-09	6.90659213300786e-11	"Ldlrap1/Aatk/Abca1/Abca4/Abcg1/Abi1/Abl1/Abl2/Acadl/Acadm/Acads/Asic2/Macf1/Acox1/Acp2/Chrna1/Chrna4/Chrna6/Chrnb1/Chrnb2/Adipoq/Acta1/Actb/Actc1/Actg1/Actn2/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adcy6/Adcyap1/Add1/Add2/Adm/Adnp/Adora1/Adora2a/Parp1/Adrb1/Adsl/Avil/Aebp2/Acan/Ager/Angpt1/Itga7/Cenpj/Taf10/Atf7ip/Mzb1"	54
"GO:0001775"	"cell activation"	"21/129"	"733/23973"	3.88440277367228e-10	1.7625477585538e-09	7.15547879360684e-11	"Abl1/Abl2/Chrna4/Chrna7/Chrnb2/Actb/Actg1/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adk/Adora2a/Adora2b/Adora3/Adra2c/Adrb2/Cd40/Cd40lg/Mzb1"	21
"GO:0051247"	"positive regulation of protein metabolic process"	"23/129"	"895/23973"	4.28245423919954e-10	1.93109427183781e-09	7.83973316100603e-11	"Abi1/Abl1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cd40"	23
"GO:0045859"	"regulation of protein kinase activity"	"18/129"	"527/23973"	4.98800467888061e-10	2.23536505979465e-09	9.07499226826882e-11	"Abi1/Abl1/Chrna7/Adipoq/Acvr2b/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Angpt1/Ang/Cd40"	18
"GO:0051716"	"cellular response to stimulus"	"68/129"	"6480/23973"	5.41307720514553e-10	2.4109779453593e-09	9.78793424243299e-11	"Ldlrap1/Aanat/Aatk/Abca1/Abl1/Abl2/Asic2/Asic1/Macf1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam15/Adam17/Adam19/Adam2/Adam22/Adam3/Adam4/Adam5/Adam7/Adam8/Adam9/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Add1/Adh7/Adm/Gpr182/Cfd/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Angpt2/Cebpb/Itga7/Cenpj/Cd40/Cd40lg/Mzb1"	68
"GO:0006812"	"cation transport"	"23/129"	"909/23973"	5.78207341554541e-10	2.55962518273535e-09	1.03914028007235e-10	"Abl1/Asic2/Asic1/Ace/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Actn2/Adcyap1/Adcyap1r1/Adora1/Adora2a/Adora3/Adra1a/Adrb1/Adrb2/Ager"	23
"GO:0042310"	"vasoconstriction"	"9/129"	"83/23973"	6.70161660631084e-10	2.94871130677677e-09	1.19709897911773e-10	"Asic2/Ace/Acta2/Adm/Adra1b/Adra1a/Adra1d/Adra2b/Adra2c"	9
"GO:0048513"	"organ development"	"41/129"	"2785/23973"	8.56017503795654e-10	3.74378739611834e-09	1.51987889069615e-10	"Re/Asl/Aatk/Abi1/Abl1/Abl2/Acadm/Ace/Acp5/Chrna1/Chrnb2/Chrnd/Adipoq/Acta1/Actc1/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam15/Adam17/Adam19/Adam8/Adamts1/Adcyap1/Add1/Add2/Adm/Adra1b/Adra1a/Adrb1/Adrb2/Acan/Ager/Angpt1/Angpt2/Cebpb/Cd40lg/Taf10/Sap30"	41
"GO:0044271"	"cellular nitrogen compound biosynthetic process"	"45/129"	"3280/23973"	8.85570288170948e-10	3.84984448630005e-09	1.56293527064523e-10	"Asl/Aanat/Abca1/Abca2/Abcg1/Acadm/Acp5/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Paox/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	45
"GO:0071840"	"cellular component organization or biogenesis"	"54/129"	"4486/23973"	9.86476465798507e-10	4.26298758434355e-09	1.73066046631317e-10	"Ldlrap1/Aatk/Abca1/Abca4/Abcg1/Abi1/Abl1/Abl2/Acadl/Acadm/Acads/Asic2/Macf1/Acox1/Acp2/Chrna1/Chrna4/Chrna6/Chrnb1/Chrnb2/Adipoq/Acta1/Actb/Actc1/Actg1/Actn2/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adcy6/Adcyap1/Add1/Add2/Adm/Adnp/Adora1/Adora2a/Parp1/Adrb1/Adsl/Avil/Aebp2/Acan/Ager/Angpt1/Itga7/Cenpj/Taf10/Atf7ip/Mzb1"	54
"GO:0045932"	"negative regulation of muscle contraction"	"6/129"	"21/23973"	1.0965959832959e-09	4.6958132081284e-09	1.90637624804401e-10	"Adora1/Adora2b/Adra2a/Adra2c/Adrb1/Adrb2"	6
"GO:0051241"	"negative regulation of multicellular organismal process"	"15/129"	"361/23973"	1.09957058592538e-09	4.6958132081284e-09	1.90637624804401e-10	"Acp5/Chrna7/Adipoq/Adam17/Adm/Adora1/Adora2b/Adra1a/Adra1d/Adra2a/Adra2c/Adrb1/Adrb2/Adrb3/Ager"	15
"GO:0044712"	"single-organism catabolic process"	"28/129"	"1393/23973"	1.11340751755167e-09	4.72709858328956e-09	1.91907728479205e-10	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Acadl/Acadm/Acadvl/Acads/Macf1/Acox1/Adipoq/Actc1/Adam15/Adcyap1/Adh1/Adh7/Adh5/Adora1/Adra1b/Adra2a/Adrb1/Adrb2/Adssl1/Adss/Cd40/Adh4/Atf7ip"	28
"GO:0051047"	"positive regulation of secretion"	"14/129"	"308/23973"	1.28951455368385e-09	5.44295096496787e-09	2.20969446163695e-10	"Abl1/Abl2/Chrna4/Chrna6/Chrnb2/Acvr2a/Adam9/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adrb1/Ang"	14
"GO:1901700"	"response to oxygen-containing compound"	"24/129"	"1040/23973"	1.4521280588078e-09	6.09390156470788e-09	2.4739632276616e-10	"Aanat/Abca1/Abl1/Abl2/Ace/Acp5/Chrna7/Chrnb2/Adipoq/Acvr2b/Adam17/Adam9/Adcy6/Adcy7/Add1/Adh1/Adh7/Adh5/Adm/Parp1/Adra1b/Adra2a/Cebpb/Mzb1"	24
"GO:0043549"	"regulation of kinase activity"	"18/129"	"568/23973"	1.63489760799569e-09	6.82146932991304e-09	2.76933654106952e-10	"Abi1/Abl1/Chrna7/Adipoq/Acvr2b/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Angpt1/Ang/Cd40"	18
"GO:0015850"	"organic hydroxy compound transport"	"11/129"	"166/23973"	1.65368533066417e-09	6.86043171464108e-09	2.78515424111861e-10	"Ldlrap1/Abca1/Abca2/Abcg1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Adora2a/Adora2b"	11
"GO:0007166"	"cell surface receptor signaling pathway"	"48/129"	"3734/23973"	1.67258169416012e-09	6.89939948841049e-09	2.80097412897628e-10	"Abca1/Abl1/Abl2/Macf1/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam15/Adam17/Adam19/Adam2/Adam22/Adam3/Adam4/Adam5/Adam7/Adam8/Adam9/Adcy6/Adcy8/Adcyap1/Adcyap1r1/Gpr182/Cfd/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Angpt2/Itga7/Cd40"	48
"GO:0032101"	"regulation of response to external stimulus"	"17/129"	"504/23973"	1.89949629663777e-09	7.7911543014634e-09	3.16300305119581e-10	"Asic2/Ace/Acp5/Chrna7/Adipoq/Adam10/Adam17/Adam8/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adrb2/Ager/Angpt2/A2m"	17
"GO:0051094"	"positive regulation of developmental process"	"22/129"	"884/23973"	1.9512465882528e-09	7.95845518579515e-09	3.23092279545113e-10	"Asic2/Ace/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam8/Adam9/Add1/Adm/Adnp/Adra2b/Adra2c/Adrb1/Adrb2/Ager/Angpt2/Cebpb"	22
"GO:0031399"	"regulation of protein modification process"	"24/129"	"1058/23973"	2.03595900432403e-09	8.25757674379467e-09	3.35235825469408e-10	"Abi1/Abl1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cd40"	24
"GO:0043408"	"regulation of MAPK cascade"	"17/129"	"507/23973"	2.07648979720381e-09	8.3751755153887e-09	3.40010025273139e-10	"Abl1/Abl2/Chrna7/Adipoq/Adam8/Adam9/Adcyap1/Adora1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Angpt1/Cd40"	17
"GO:0033619"	"membrane protein proteolysis"	"7/129"	"41/23973"	2.1403658310056e-09	8.58511377519374e-09	3.48532964630165e-10	"Adam10/Adam17/Adam19/Adam8/Adam9/Adra2a/Napsa"	7
"GO:0016310"	"phosphorylation"	"31/129"	"1741/23973"	2.2264980976964e-09	8.88152537872301e-09	3.60566493554073e-10	"Aatk/Abi1/Abl1/Abl2/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adk/Adnp/Adora1/Adora2a/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Ager/Angpt1/Ang/Cd40"	31
"GO:0001525"	"angiogenesis"	"15/129"	"381/23973"	2.29186724545479e-09	9.0923257934436e-09	3.69124434125592e-10	"Ace/Chrna7/Acvr1/Acvrl1/Adam15/Adam8/Adamts1/Add1/Adm/Adora2b/Adra2b/Adrb2/Angpt1/Angpt2/Ang"	15
"GO:0043412"	"macromolecule modification"	"39/129"	"2654/23973"	2.73697029217609e-09	1.079913278326e-08	4.3841629394125e-10	"Asl/Aanat/Aatk/Abca1/Abi1/Abl1/Abl2/Acp1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adh5/Adnp/Adora1/Adora2a/Adprh/Parp1/Parp2/Adra2a/Adra2b/Adra2c/Adrb2/Aga/Ager/Angpt1/Ang/Dusp2/Cd40/Taf10/Atf7ip"	39
"GO:0023051"	"regulation of signaling"	"37/129"	"2421/23973"	2.79907855920698e-09	1.09844920755906e-08	4.45941392078494e-10	"Ldlrap1/Abca1/Abl1/Abl2/Asic1/Macf1/Chrna7/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adh7/Adm/Adnp/Adora1/Adora2a/Adora3/Parp1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Cenpj/Cd40"	37
"GO:0010646"	"regulation of cell communication"	"37/129"	"2426/23973"	2.96132347913924e-09	1.15587142250274e-08	4.69253296071866e-10	"Ldlrap1/Abca1/Abl1/Abl2/Asic1/Macf1/Chrna7/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adh7/Adm/Adnp/Adora1/Adora2a/Adora3/Parp1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Cenpj/Cd40"	37
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"13/129"	"274/23973"	3.09317455547823e-09	1.20087953330331e-08	4.87525401370055e-10	"Aatk/Abi1/Abl1/Abl2/Adipoq/Adam17/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Cd40"	13
"GO:0031323"	"regulation of cellular metabolic process"	"54/129"	"4633/23973"	3.27634883784288e-09	1.26522832780528e-08	5.13649313883542e-10	"Abca1/Abca2/Abcg1/Abi1/Abl1/Abl2/Acadl/Acadm/Acadvl/Aco1/Acp5/Chrna7/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Adora2b/Parp1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Aebp1/Aebp2/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	54
"GO:0019222"	"regulation of metabolic process"	"59/129"	"5360/23973"	3.36774119529762e-09	1.27869837087054e-08	5.19117795916703e-10	"Pzp/Abca1/Abca2/Abcg1/Abi1/Abl1/Abl2/Acadl/Acadm/Acadvl/Asic2/Aco1/Acp5/Chrna7/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Adora2b/Parp1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Aebp1/Aebp2/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/Cd40lg/A2m/Taf10/Atf7ip/Sap30/Mzb1"	59
"GO:0018212"	"peptidyl-tyrosine modification"	"13/129"	"276/23973"	3.37645842990509e-09	1.27869837087054e-08	5.19117795916703e-10	"Aatk/Abi1/Abl1/Abl2/Adipoq/Adam17/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Cd40"	13
"GO:0006464"	"cellular protein modification process"	"38/129"	"2555/23973"	3.38168164197167e-09	1.27869837087054e-08	5.19117795916703e-10	"Asl/Aanat/Aatk/Abca1/Abi1/Abl1/Abl2/Acp1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adh5/Adnp/Adora1/Adora2a/Adprh/Parp1/Parp2/Adra2a/Adra2b/Adra2c/Adrb2/Aga/Ager/Angpt1/Ang/Dusp2/Cd40/Taf10"	38
"GO:0036211"	"protein modification process"	"38/129"	"2555/23973"	3.38168164197167e-09	1.27869837087054e-08	5.19117795916703e-10	"Asl/Aanat/Aatk/Abca1/Abi1/Abl1/Abl2/Acp1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adh5/Adnp/Adora1/Adora2a/Adprh/Parp1/Parp2/Adra2a/Adra2b/Adra2c/Adrb2/Aga/Ager/Angpt1/Ang/Dusp2/Cd40/Taf10"	38
"GO:0045823"	"positive regulation of heart contraction"	"6/129"	"25/23973"	3.51643015720495e-09	1.32276077416103e-08	5.370059689214e-10	"Chrna7/Adm/Adra1b/Adra1a/Adrb1/Adrb2"	6
"GO:0050890"	"cognition"	"12/129"	"229/23973"	4.23296319430373e-09	1.58408828817758e-08	6.43098043627263e-10	"Abl2/Asic1/Chrna4/Chrna7/Chrnb2/Adam2/Adcy8/Adnp/Adora1/Adra1b/Adrb1/Adrb2"	12
"GO:0030334"	"regulation of cell migration"	"17/129"	"532/23973"	4.26241872388024e-09	1.58693127873695e-08	6.44252222772722e-10	"Ace/Macf1/Adipoq/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2"	17
"GO:0003009"	"skeletal muscle contraction"	"6/129"	"26/23973"	4.55127176954603e-09	1.68582821667878e-08	6.84401769856546e-10	"Chrna1/Chrnb1/Chrnd/Chrne/Chrng/Adrb2"	6
"GO:0043410"	"positive regulation of MAPK cascade"	"14/129"	"340/23973"	4.58263429860717e-09	1.68882868060345e-08	6.85619879032865e-10	"Abl1/Abl2/Chrna7/Adam8/Adcyap1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Angpt1/Cd40"	14
"GO:0051649"	"establishment of localization in cell"	"31/129"	"1797/23973"	4.72680416618068e-09	1.72940877538057e-08	7.02094326673277e-10	"Ldlrap1/Abca1/Abca2/Abcg1/Abl1/Abl2/Asic1/Macf1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Acvr2a/Acvr2b/Adam10/Adam9/Adcyap1/Adcyap1r1/Adm/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra1a/Adra2a/Adrb1/Ang/Cd40/Cd40lg"	31
"GO:0007155"	"cell adhesion"	"22/129"	"928/23973"	4.74039044491368e-09	1.72940877538057e-08	7.02094326673277e-10	"Abl1/Abl2/Macf1/Adipoq/Actb/Actg1/Actn2/Acvrl1/Adam10/Adam12/Adam15/Adam17/Adam2/Adam8/Adam9/Adrb2/Aebp1/Acan/Ager/Angpt1/Angpt2/Itga7"	22
"GO:0051641"	"cellular localization"	"34/129"	"2126/23973"	4.81734957842931e-09	1.74869789696984e-08	7.09925201031688e-10	"Ldlrap1/Abca1/Abca2/Abcg1/Abl1/Abl2/Asic1/Macf1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Actn2/Acvr2a/Acvr2b/Adam10/Adam9/Adcy6/Adcyap1/Adcyap1r1/Adm/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra1a/Adra2a/Adrb1/Angpt1/Ang/Cd40/Cd40lg"	34
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"7/129"	"46/23973"	4.98341151816794e-09	1.7999784886517e-08	7.30743768047669e-10	"Adcy8/Adcyap1/Adora2a/Adora2b/Adrb1/Adrb2/Adrb3"	7
"GO:0001568"	"blood vessel development"	"17/129"	"539/23973"	5.17628940879395e-09	1.86038916375466e-08	7.55268908005371e-10	"Ace/Chrna7/Acvr1/Acvr2b/Acvrl1/Adam15/Adam8/Adamts1/Add1/Adm/Adora2b/Adra2b/Adrb2/Angpt1/Angpt2/Ang/Itga7"	17
"GO:0006468"	"protein phosphorylation"	"26/129"	"1298/23973"	5.26010019528777e-09	1.88119839496499e-08	7.63716906756845e-10	"Aatk/Abi1/Abl1/Abl2/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Ager/Angpt1/Ang/Cd40"	26
"GO:0035556"	"intracellular signal transduction"	"32/129"	"1914/23973"	5.34860275015107e-09	1.89277725393759e-08	7.68417617953495e-10	"Aatk/Abca1/Abl1/Abl2/Chrna7/Adipoq/Acvr1/Acvr1b/Acvrl1/Adam15/Adam8/Adam9/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adora1/Adora3/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Cenpj/Cd40"	32
"GO:0009966"	"regulation of signal transduction"	"34/129"	"2135/23973"	5.36212141966053e-09	1.89277725393759e-08	7.68417617953495e-10	"Ldlrap1/Abca1/Abl1/Abl2/Macf1/Chrna7/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adh7/Adm/Adora1/Adora2a/Adora3/Parp1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Cenpj/Cd40"	34
"GO:0006950"	"response to stress"	"38/129"	"2598/23973"	5.37069027976782e-09	1.89277725393759e-08	7.68417617953495e-10	"Abl1/Acadm/Asic2/Ace/Macf1/Acp5/Chrna4/Chrna7/Chrnb2/Adipoq/Actb/Actg1/Acvrl1/Adam15/Adam17/Adam8/Adam9/Adcyap1/Adh5/Adm/Cfd/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra2a/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Ang/Cebpb/Cd40/Cd40lg/A2m"	38
"GO:0009605"	"response to external stimulus"	"29/129"	"1599/23973"	5.48671708406871e-09	1.91774372957346e-08	7.78553348239189e-10	"Abca1/Abl1/Acadm/Asic2/Ace/Acp5/Chrna7/Adipoq/Adam10/Adam17/Adam8/Adam9/Adcyap1/Adh7/Adh5/Adm/Adora1/Adora2a/Adora2b/Adora3/Adra1a/Adrb2/Adsl/Ager/Angpt1/Angpt2/Cebpb/Cd40/A2m"	29
"GO:0006954"	"inflammatory response"	"16/129"	"472/23973"	5.49493401049564e-09	1.91774372957346e-08	7.78553348239189e-10	"Ace/Acp5/Chrna7/Adipoq/Adam8/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb2/Ager/Cd40/Cd40lg/A2m"	16
"GO:0040012"	"regulation of locomotion"	"18/129"	"614/23973"	5.52077740331753e-09	1.91774372957346e-08	7.78553348239189e-10	"Ace/Macf1/Adipoq/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora2a/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2"	18
"GO:0048514"	"blood vessel morphogenesis"	"16/129"	"473/23973"	5.66181544137346e-09	1.94811750328653e-08	7.90884298854907e-10	"Ace/Chrna7/Acvr1/Acvrl1/Adam15/Adam8/Adamts1/Add1/Adm/Adora2b/Adra2b/Adrb2/Angpt1/Angpt2/Ang/Itga7"	16
"GO:0051338"	"regulation of transferase activity"	"18/129"	"615/23973"	5.66188420376664e-09	1.94811750328653e-08	7.90884298854907e-10	"Abi1/Abl1/Chrna7/Adipoq/Acvr2b/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Angpt1/Ang/Cd40"	18
"GO:0022610"	"biological adhesion"	"22/129"	"938/23973"	5.7579740024473e-09	1.97183449329092e-08	8.00512770946e-10	"Abl1/Abl2/Macf1/Adipoq/Actb/Actg1/Actn2/Acvrl1/Adam10/Adam12/Adam15/Adam17/Adam2/Adam8/Adam9/Adrb2/Aebp1/Acan/Ager/Angpt1/Angpt2/Itga7"	22
"GO:0009889"	"regulation of biosynthetic process"	"44/129"	"3361/23973"	6.45986766778918e-09	2.19722526289611e-08	8.92015475729899e-10	"Abca1/Abca2/Abcg1/Abl1/Acadl/Acadm/Acadvl/Aco1/Acp5/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Aebp1/Aebp2/Ager/Ang/Cebpb/Paox/Cenpj/Cd40/Cd40lg/Taf10/Atf7ip/Sap30/Mzb1"	44
"GO:0032147"	"activation of protein kinase activity"	"11/129"	"189/23973"	6.4766695077103e-09	2.19722526289611e-08	8.92015475729899e-10	"Chrna7/Acvr2b/Adam8/Adam9/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Ang"	11
"GO:0051270"	"regulation of cellular component movement"	"18/129"	"621/23973"	6.58082827291993e-09	2.22217736099529e-08	9.02145369115095e-10	"Ace/Macf1/Adipoq/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Adrb1/Acan/Ager/Angpt1/Angpt2"	18
"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	"14/129"	"350/23973"	6.62466960511369e-09	2.22662506171877e-08	9.03951018241634e-10	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb2/Adsl/Adssl1/Adss/Atf7ip"	14
"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"14/129"	"351/23973"	6.86879208217919e-09	2.29803827265534e-08	9.32942897409737e-10	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb2/Adsl/Adssl1/Adss/Atf7ip"	14
"GO:0009058"	"biosynthetic process"	"54/129"	"4734/23973"	7.22229862696264e-09	2.39647342553622e-08	9.7290497194453e-10	"Asl/Aanat/Abca1/Abca2/Abcg1/Acadl/Acadm/Acadvl/Aco1/Acp5/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Acan/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/Cd40lg/Taf10/Atf7ip/Sap30/Mzb1"	54
"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	"11/129"	"191/23973"	7.22903140760927e-09	2.39647342553622e-08	9.7290497194453e-10	"Abi1/Abl1/Adipoq/Adam17/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Cd40"	11
"GO:0009161"	"ribonucleoside monophosphate metabolic process"	"14/129"	"354/23973"	7.65107236874745e-09	2.52485388168666e-08	1.02502404940157e-09	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb2/Adsl/Adssl1/Adss/Atf7ip"	14
